id,datetime,T_HR_AVG,SOLARAD-W/m^2,HouseId,solarPanelMq,wattConsumption
110,2016-12-29 16:00:00,-5.4,51,1,10,754.6204902119642
111,2016-12-01 17:00:00,-3.6,0,1,10,734.5383549129172
112,2016-12-08 17:00:00,-20.4,0,1,10,951.7518133164284
113,2016-12-15 17:00:00,-14.2,0,1,10,843.6391380143704
114,2016-12-22 17:00:00,-1.7,0,1,10,739.5569496716005
115,2016-12-29 17:00:00,-7.8,1,1,10,766.7525599092943
116,2016-12-02 02:00:00,-5.7,0,1,10,305.01127996680134
117,2016-12-02 02:00:00,-6.0,0,1,10,368.5912352282883
118,2016-12-09 02:00:00,-23.1,0,1,10,588.3214381424848
119,2016-12-09 02:00:00,-22.2,0,1,10,595.4209668632934
120,2016-12-16 02:00:00,-14.5,0,1,10,459.0088374702176
121,2016-12-16 02:00:00,-20.9,0,1,10,570.6881179243617
122,2016-12-23 02:00:00,-5.1,0,1,10,362.37836736431655
123,2016-12-23 02:00:00,-9.4,0,1,10,417.7729840220018
124,2016-12-30 02:00:00,-7.6,0,1,10,440.6726076592579
125,2016-12-30 02:00:00,-3.2,0,1,10,373.5544229219148
126,2016-12-02 18:00:00,-3.7,0,1,10,980.2529088834368
127,2016-12-09 18:00:00,-22.2,0,1,10,1199.2672779663812
128,2016-12-16 18:00:00,-20.6,0,1,10,1165.7701557316047
129,2016-12-23 18:00:00,-3.6,0,1,10,969.6075005369478
130,2016-12-30 18:00:00,-7.1,0,1,10,999.2315370732821
131,2016-12-02 19:00:00,-5.1,0,1,10,1871.6638770662348
132,2016-12-09 19:00:00,-22.7,0,1,10,2070.7788307261067
133,2016-12-16 19:00:00,-20.7,0,1,10,2036.9476598413253
134,2016-12-23 19:00:00,-5.4,0,1,10,1838.2610060765319
135,2016-12-30 19:00:00,-7.4,0,1,10,1896.8362433548252
136,2016-12-02 21:00:00,-5.5,0,1,10,1625.6534931113915
137,2016-12-09 21:00:00,-23.4,0,1,10,1791.9679577341963
138,2016-12-16 21:00:00,-20.9,0,1,10,1816.5793537713955
139,2016-12-23 21:00:00,-6.2,0,1,10,1674.3194963908766
140,2016-12-30 21:00:00,-7.8,0,1,10,1682.0837358991141
141,2016-12-02 22:00:00,-6.1,0,1,10,1097.2424713862786
142,2016-12-09 22:00:00,-23.7,0,1,10,1294.4600336677008
143,2016-12-16 22:00:00,-21.4,0,1,10,1300.8909453285348
144,2016-12-23 22:00:00,-7.8,0,1,10,1176.725401890908
145,2016-12-30 22:00:00,-8.1,0,1,10,1119.713602378866
146,2016-12-02 23:00:00,-6.1,0,1,10,841.5492288906593
147,2016-12-09 23:00:00,-23.6,0,1,10,1087.9702784731157
148,2016-12-16 23:00:00,-21.8,0,1,10,1029.2256893141907
149,2016-12-23 23:00:00,-9.4,0,1,10,878.5901884533328
150,2016-12-30 23:00:00,-8.1,0,1,10,819.1144370305412
151,2016-12-02 01:00:00,-5.4,0,1,10,414.07023286745243
152,2016-12-02 01:00:00,-4.1,110,1,10,270.14896180857
153,2016-12-09 01:00:00,-22.1,0,1,10,611.4611558546696
154,2016-12-09 01:00:00,-25.9,181,1,10,498.6580263162793
155,2016-12-16 01:00:00,-19.2,104,1,10,469.40099943591565
156,2016-12-16 01:00:00,-14.7,0,1,10,489.5413067259151
157,2016-12-23 01:00:00,-9.4,0,1,10,461.8782382552043
158,2016-12-23 01:00:00,-4.8,204,1,10,148.80406849443995
159,2016-12-30 01:00:00,-3.9,0,1,10,379.32817990996386
160,2016-12-30 01:00:00,0.3,167,1,10,134.75544836380288
161,2016-12-02 03:00:00,-5.5,0,1,10,407.1459965749039
162,2016-12-09 03:00:00,-22.6,0,1,10,577.3934923833771
163,2016-12-16 03:00:00,-14.7,0,1,10,405.8208614766399
164,2016-12-23 03:00:00,-7.3,0,1,10,353.9097595571355
165,2016-12-30 03:00:00,-3.1,0,1,10,330.94848123955336
166,2016-12-02 04:00:00,-5.2,0,1,10,414.76473982439404
167,2016-12-09 04:00:00,-23.0,0,1,10,495.4730294854356
168,2016-12-16 04:00:00,-15.5,0,1,10,437.44549665588005
169,2016-12-23 04:00:00,-8.9,0,1,10,357.84139000110576
170,2016-12-30 04:00:00,-4.7,0,1,10,329.1297136781708
171,2016-12-02 05:00:00,-5.1,0,1,10,380.8167297224168
172,2016-12-09 05:00:00,-24.0,0,1,10,545.217634477423
173,2016-12-16 05:00:00,-16.1,0,1,10,494.6164543316236
174,2016-12-23 05:00:00,-7.6,0,1,10,382.45642564912424
175,2016-12-30 05:00:00,-4.5,0,1,10,365.2740033348503
176,2016-12-02 06:00:00,-4.6,0,1,10,413.47284723750477
177,2016-12-09 06:00:00,-26.2,0,1,10,630.2236606911507
178,2016-12-16 06:00:00,-17.1,0,1,10,579.2457244055116
179,2016-12-23 06:00:00,-7.4,0,1,10,462.18146628475745
180,2016-12-30 06:00:00,-3.4,0,1,10,321.32162185275246
181,2016-12-02 07:00:00,-4.6,0,1,10,1067.136196401535
182,2016-12-09 07:00:00,-25.5,0,1,10,1347.071732980237
183,2016-12-16 07:00:00,-17.9,0,1,10,1182.5651581759093
184,2016-12-23 07:00:00,-6.5,0,1,10,1054.9576121005816
185,2016-12-30 07:00:00,-4.2,0,1,10,1061.400814064525
186,2016-12-02 08:00:00,-4.3,0,1,10,1182.5507305133033
187,2016-12-09 08:00:00,-26.3,5,1,10,1501.7058811349868
188,2016-12-16 08:00:00,-18.5,0,1,10,1362.0038821652145
189,2016-12-23 08:00:00,-5.9,4,1,10,1174.9248935629093
190,2016-12-30 08:00:00,-2.1,0,1,10,1141.4187667367914
191,2016-12-02 09:00:00,-4.2,35,1,10,752.2016560379539
192,2016-12-09 09:00:00,-25.9,86,1,10,941.4533711085778
193,2016-12-16 09:00:00,-19.0,22,1,10,949.9473749917751
194,2016-12-23 09:00:00,-6.2,90,1,10,756.6828857611453
195,2016-12-30 09:00:00,-0.6,46,1,10,647.538300414679
196,2016-12-02 12:00:00,-2.3,267,1,10,615.7672779746307
197,2016-12-09 12:00:00,-21.8,195,1,10,1013.8371421829747
198,2016-12-16 12:00:00,-19.5,132,1,10,970.0072316078019
199,2016-12-23 12:00:00,-2.1,336,1,10,546.8657635302673
200,2016-12-30 12:00:00,0.5,343,1,10,605.6439841684218
201,2016-12-02 13:00:00,-1.7,154,1,10,522.8427200127436
202,2016-12-09 13:00:00,-20.3,196,1,10,756.0200347711594
203,2016-12-16 13:00:00,-19.5,117,1,10,846.4359400966975
204,2016-12-23 13:00:00,-0.4,328,1,10,427.9298862512059
205,2016-12-30 13:00:00,0.4,289,1,10,375.40777901080037
206,2016-12-02 14:00:00,-1.4,80,1,10,669.2821779619171
207,2016-12-09 14:00:00,-20.0,232,1,10,723.2873030436086
208,2016-12-16 14:00:00,-19.6,97,1,10,912.2870741228381
209,2016-12-23 14:00:00,-0.1,268,1,10,504.71545743036216
210,2016-12-30 14:00:00,-0.5,173,1,10,515.8307181389295
211,2016-12-02 15:00:00,-1.2,38,1,10,667.8422924834865
212,2016-12-09 15:00:00,-20.2,146,1,10,841.4422302844314
213,2016-12-16 15:00:00,-19.8,74,1,10,838.6091399769177
214,2016-12-23 15:00:00,-0.4,169,1,10,600.0643836918423
215,2016-12-30 15:00:00,-2.0,58,1,10,643.0898943062381
216,2016-12-02 16:00:00,-0.9,2,1,10,770.7555643291583
217,2016-12-09 16:00:00,-20.8,12,1,10,1007.6803383618787
218,2016-12-16 16:00:00,-20.1,17,1,10,982.417384568936
219,2016-12-23 16:00:00,-1.4,48,1,10,748.3447861386089
220,2016-12-30 16:00:00,-4.6,9,1,10,790.6866007852893
221,2016-12-02 17:00:00,-1.7,0,1,10,779.8408306593049
222,2016-12-09 17:00:00,-21.5,0,1,10,1025.6616993520693
223,2016-12-16 17:00:00,-20.4,0,1,10,959.7960355508883
224,2016-12-23 17:00:00,-2.5,0,1,10,735.0193647807647
225,2016-12-30 17:00:00,-6.2,0,1,10,775.119970791762
226,2016-12-03 02:00:00,-5.7,0,1,10,313.7074582799179
227,2016-12-03 02:00:00,0.7,0,1,10,320.00934433430746
228,2016-12-10 02:00:00,-18.9,0,1,10,531.0104126033586
229,2016-12-10 02:00:00,-22.4,0,1,10,551.6677556486102
230,2016-12-17 02:00:00,-26.0,0,1,10,623.3363312405518
231,2016-12-17 02:00:00,-28.2,0,1,10,663.4510938214349
232,2016-12-24 02:00:00,-11.4,0,1,10,406.9108578660324
233,2016-12-24 02:00:00,-13.9,0,1,10,468.8704227510568
234,2016-12-31 02:00:00,-8.2,0,1,10,473.0748311300389
235,2016-12-03 18:00:00,0.2,0,1,10,1128.2147450893428
236,2016-12-10 18:00:00,-19.0,0,1,10,1378.2793290609702
237,2016-12-17 18:00:00,-25.6,0,1,10,1505.0177755880932
238,2016-12-24 18:00:00,-14.2,0,1,10,1291.8948955256838
239,2016-12-03 19:00:00,1.3,0,1,10,2425.7650036669866
240,2016-12-10 19:00:00,-19.2,0,1,10,2609.864757909989
241,2016-12-17 19:00:00,-27.0,0,1,10,2725.204695319711
242,2016-12-24 19:00:00,-14.1,0,1,10,2570.329237868098
243,2016-12-03 21:00:00,0.6,0,1,10,2081.1460210527716
244,2016-12-10 21:00:00,-18.7,0,1,10,2336.818108537239
245,2016-12-17 21:00:00,-27.4,0,1,10,2366.8550409918216
246,2016-12-24 21:00:00,-13.7,0,1,10,2262.540978341094
247,2016-12-03 22:00:00,0.6,0,1,10,1340.7367707158971
248,2016-12-10 22:00:00,-18.2,0,1,10,1567.9163121845925
249,2016-12-17 22:00:00,-26.2,0,1,10,1656.0369067212407
250,2016-12-24 22:00:00,-13.4,0,1,10,1452.5326012884022
251,2016-12-03 23:00:00,-0.2,0,1,10,947.027913425729
252,2016-12-10 23:00:00,-18.1,0,1,10,1186.4184659345676
253,2016-12-17 23:00:00,-25.6,0,1,10,1244.0866072872059
254,2016-12-24 23:00:00,-13.6,0,1,10,1127.877226220925
255,2016-12-03 01:00:00,-6.3,0,1,10,391.29196537909957
256,2016-12-03 01:00:00,-4.1,187,1,10,235.62783214517236
257,2016-12-10 01:00:00,-19.0,79,1,10,479.58932696411796
258,2016-12-10 01:00:00,-22.5,0,1,10,622.9536278636474
259,2016-12-17 01:00:00,-24.6,0,1,10,693.0230716881539
260,2016-12-17 01:00:00,-27.3,212,1,10,484.838884792171
261,2016-12-24 01:00:00,-9.8,30,1,10,468.3275774957534
262,2016-12-24 01:00:00,-10.7,0,1,10,456.51929191207705
263,2016-12-31 01:00:00,-5.3,104,1,10,294.4981325072736
264,2016-12-31 01:00:00,-8.1,0,1,10,473.61224092201473
265,2016-12-03 03:00:00,-6.3,0,1,10,397.99656354041747
266,2016-12-10 03:00:00,-22.0,0,1,10,560.3382602968016
267,2016-12-17 03:00:00,-26.5,0,1,10,612.9768866061027
268,2016-12-24 03:00:00,-11.7,0,1,10,380.92720956066
269,2016-12-31 03:00:00,-8.4,0,1,10,364.3537461573458
270,2016-12-03 04:00:00,-5.4,0,1,10,385.01823809615104
271,2016-12-10 04:00:00,-21.6,0,1,10,506.8196604149503
272,2016-12-17 04:00:00,-27.3,0,1,10,599.5259742977012
273,2016-12-24 04:00:00,-11.5,0,1,10,390.0123281964932
274,2016-12-31 04:00:00,-8.9,0,1,10,327.9374737185326
275,2016-12-03 05:00:00,-6.2,0,1,10,423.0695477421908
276,2016-12-10 05:00:00,-21.4,0,1,10,535.6433809669458
277,2016-12-17 05:00:00,-27.9,0,1,10,656.1153898801336
278,2016-12-24 05:00:00,-10.9,0,1,10,414.63010093731833
279,2016-12-31 05:00:00,-9.9,0,1,10,431.86628284674265
280,2016-12-03 06:00:00,-6.2,0,1,10,487.8293552444235
281,2016-12-10 06:00:00,-21.3,0,1,10,593.7761702168717
282,2016-12-17 06:00:00,-27.9,0,1,10,590.1374418078913
283,2016-12-24 06:00:00,-10.1,0,1,10,431.406763076544
284,2016-12-31 06:00:00,-10.9,0,1,10,490.94410086704875
285,2016-12-03 07:00:00,-6.9,0,1,10,1367.6142007578856
286,2016-12-10 07:00:00,-21.1,0,1,10,1510.6263370492152
287,2016-12-17 07:00:00,-28.0,0,1,10,1578.7364028489537
288,2016-12-24 07:00:00,-9.5,0,1,10,1332.2604146149374
289,2016-12-31 07:00:00,-10.7,0,1,10,1456.9156722981404
290,2016-12-03 08:00:00,-6.7,26,1,10,1518.384670104883
291,2016-12-10 08:00:00,-20.7,0,1,10,1730.704188061994
292,2016-12-17 08:00:00,-28.0,7,1,10,1792.509053481999
293,2016-12-24 08:00:00,-9.3,0,1,10,1561.6969038451564
294,2016-12-31 08:00:00,-8.0,1,1,10,1576.9521248021465
295,2016-12-03 09:00:00,-6.1,125,1,10,868.0399648339558
296,2016-12-10 09:00:00,-19.9,27,1,10,1103.1374238864762
297,2016-12-17 09:00:00,-27.6,108,1,10,1078.7046149076164
298,2016-12-24 09:00:00,-9.3,14,1,10,1016.0162350227885
299,2016-12-31 09:00:00,-6.6,29,1,10,1019.6701989117048
300,2016-12-03 12:00:00,-2.0,181,1,10,961.2637318420245
301,2016-12-10 12:00:00,-18.6,144,1,10,1203.727290943107
302,2016-12-17 12:00:00,-24.8,357,1,10,1089.1353783976842
303,2016-12-24 12:00:00,-11.4,166,1,10,1112.091159418424
304,2016-12-31 12:00:00,-3.8,278,1,10,902.2704095470193
305,2016-12-03 13:00:00,-1.1,198,1,10,588.3785651272128
306,2016-12-10 13:00:00,-18.4,106,1,10,935.4149636518454
307,2016-12-17 13:00:00,-23.3,352,1,10,783.6168199907385
308,2016-12-24 13:00:00,-12.0,250,1,10,765.8873262249167
309,2016-12-31 13:00:00,-3.2,337,1,10,558.1828606575536
310,2016-12-03 14:00:00,0.1,171,1,10,736.9689394237694
311,2016-12-10 14:00:00,-18.2,110,1,10,976.3812059161969
312,2016-12-17 14:00:00,-23.1,278,1,10,878.8143175018827
313,2016-12-24 14:00:00,-12.5,235,1,10,826.2191462692447
314,2016-12-31 14:00:00,-2.4,306,1,10,627.9355995121206
315,2016-12-03 15:00:00,0.6,112,1,10,822.326581640969
316,2016-12-10 15:00:00,-18.1,60,1,10,1065.8829761269965
317,2016-12-17 15:00:00,-23.4,171,1,10,981.2055629272614
318,2016-12-24 15:00:00,-12.9,89,1,10,936.9027694886015
319,2016-12-31 15:00:00,-2.5,188,1,10,708.9216145048631
320,2016-12-03 16:00:00,1.1,32,1,10,859.6914285202838
321,2016-12-10 16:00:00,-18.3,4,1,10,1107.750080768727
322,2016-12-17 16:00:00,-24.0,46,1,10,1156.59881807341
323,2016-12-24 16:00:00,-13.6,15,1,10,1068.9192686531694
324,2016-12-31 16:00:00,-2.7,88,1,10,881.7270215649811
325,2016-12-03 17:00:00,0.8,0,1,10,892.9183048634752
326,2016-12-10 17:00:00,-18.6,0,1,10,1122.8246123172755
327,2016-12-17 17:00:00,-25.8,0,1,10,1194.1876557285207
328,2016-12-24 17:00:00,-14.2,0,1,10,1093.3499156320827
329,2016-12-31 17:00:00,-3.8,1,1,10,896.8557620915574
330,2016-12-04 02:00:00,-2.0,0,1,10,331.29394131288973
331,2016-12-04 02:00:00,-1.4,0,1,10,354.60114179428416
332,2016-12-11 02:00:00,-16.2,0,1,10,485.49735057286995
333,2016-12-11 02:00:00,-17.7,0,1,10,534.983720564271
334,2016-12-18 02:00:00,-22.0,0,1,10,582.0502141254995
335,2016-12-18 02:00:00,-8.4,0,1,10,412.59794723042035
336,2016-12-25 02:00:00,-13.5,0,1,10,457.6427666082776
337,2016-12-25 02:00:00,-15.3,0,1,10,531.4659265223162
338,2016-12-04 18:00:00,-3.7,0,1,10,1355.0989997021113
339,2016-12-11 18:00:00,-17.0,0,1,10,1490.107535847632
340,2016-12-18 18:00:00,-9.1,0,1,10,1402.1257486030827
341,2016-12-25 18:00:00,-12.7,0,1,10,1449.3858450822004
342,2016-12-04 19:00:00,-2.7,0,1,10,2732.004227814279
343,2016-12-11 19:00:00,-16.6,0,1,10,2935.0729746455563
344,2016-12-18 19:00:00,-8.5,0,1,10,2850.9667010919443
345,2016-12-25 19:00:00,-13.8,0,1,10,2936.6940748994657
346,2016-12-04 21:00:00,-0.8,0,1,10,2395.4985227868456
347,2016-12-11 21:00:00,-15.9,0,1,10,2601.957705536594
348,2016-12-18 21:00:00,-8.1,0,1,10,2450.7416260852433
349,2016-12-25 21:00:00,-15.8,0,1,10,2585.4028139799957
350,2016-12-04 22:00:00,-0.5,0,1,10,1466.4101658787367
351,2016-12-11 22:00:00,-15.5,0,1,10,1695.9565762883467
352,2016-12-18 22:00:00,-7.6,0,1,10,1586.457710896472
353,2016-12-25 22:00:00,-16.0,0,1,10,1734.1472639836345
354,2016-12-04 23:00:00,-0.3,0,1,10,1089.286064968686
355,2016-12-11 23:00:00,-15.3,0,1,10,1247.1440893085476
356,2016-12-18 23:00:00,-7.5,0,1,10,1134.1778511032153
357,2016-12-25 23:00:00,-16.0,0,1,10,1203.8669988401664
358,2016-12-04 01:00:00,-1.7,0,1,10,322.91486452074855
359,2016-12-04 01:00:00,-4.4,235,1,10,181.36150669921963
360,2016-12-11 01:00:00,-20.0,221,1,10,398.79262178596207
361,2016-12-11 01:00:00,-18.0,0,1,10,560.5676090806944
362,2016-12-18 01:00:00,-22.4,0,1,10,568.3250830666157
363,2016-12-18 01:00:00,-14.3,154,1,10,416.5147909140481
364,2016-12-25 01:00:00,-11.3,13,1,10,447.86750169540335
365,2016-12-25 01:00:00,-13.5,0,1,10,515.699668967603
366,2016-12-04 03:00:00,-1.7,0,1,10,253.46585690820862
367,2016-12-11 03:00:00,-17.1,0,1,10,511.04650322840337
368,2016-12-18 03:00:00,-21.0,0,1,10,507.3883745147192
369,2016-12-25 03:00:00,-13.4,0,1,10,416.75087218949295
370,2016-12-04 04:00:00,-2.5,0,1,10,333.6476728551828
371,2016-12-11 04:00:00,-16.3,0,1,10,454.909746053283
372,2016-12-18 04:00:00,-20.9,0,1,10,499.00878116056356
373,2016-12-25 04:00:00,-13.6,0,1,10,452.18327278592153
374,2016-12-04 05:00:00,-2.8,0,1,10,322.55611346147526
375,2016-12-11 05:00:00,-15.6,0,1,10,487.45556915649854
376,2016-12-18 05:00:00,-19.3,0,1,10,522.1376399581426
377,2016-12-25 05:00:00,-13.8,0,1,10,503.4126868282102
378,2016-12-04 06:00:00,-3.3,0,1,10,391.388338877917
379,2016-12-11 06:00:00,-15.3,0,1,10,554.1895091910019
380,2016-12-18 06:00:00,-18.4,0,1,10,596.0000239771815
381,2016-12-25 06:00:00,-14.0,0,1,10,518.0083928049658
382,2016-12-04 07:00:00,-4.9,0,1,10,1453.3449079635227
383,2016-12-11 07:00:00,-16.5,0,1,10,1619.6101883888366
384,2016-12-18 07:00:00,-17.7,0,1,10,1615.7615638416173
385,2016-12-25 07:00:00,-13.1,0,1,10,1603.6857145145414
386,2016-12-04 08:00:00,-6.1,17,1,10,1703.485813169153
387,2016-12-11 08:00:00,-18.8,2,1,10,1844.2305433236063
388,2016-12-18 08:00:00,-17.4,0,1,10,1901.4371562119002
389,2016-12-25 08:00:00,-12.5,0,1,10,1803.2758687159255
390,2016-12-04 09:00:00,-5.7,119,1,10,903.3358348512198
391,2016-12-11 09:00:00,-19.9,117,1,10,1139.1520195724809
392,2016-12-18 09:00:00,-15.8,57,1,10,1157.4059481446388
393,2016-12-25 09:00:00,-11.8,1,1,10,1165.5592246336334
394,2016-12-04 12:00:00,-0.8,358,1,10,952.6285036805416
395,2016-12-11 12:00:00,-18.8,346,1,10,1203.264665957775
396,2016-12-18 12:00:00,-12.0,344,1,10,1063.6990349717496
397,2016-12-25 12:00:00,-10.5,21,1,10,1372.3532792737917
398,2016-12-04 13:00:00,0.9,342,1,10,581.6084604276903
399,2016-12-11 13:00:00,-18.2,334,1,10,771.8811545509644
400,2016-12-18 13:00:00,-10.5,333,1,10,778.9239686591661
401,2016-12-25 13:00:00,-11.0,31,1,10,987.7286171611963
402,2016-12-04 14:00:00,1.4,276,1,10,736.1829018175573
403,2016-12-11 14:00:00,-17.7,271,1,10,944.6234564219578
404,2016-12-18 14:00:00,-10.4,148,1,10,956.5646772574548
405,2016-12-25 14:00:00,-11.5,22,1,10,1102.8142098289793
406,2016-12-04 15:00:00,1.6,170,1,10,819.325275469743
